Топ 500,die,Luft,Lüfte,воздух
Топ 500,die,Sonne,,солнце
Топ 500,die,Blume,Blumen,цветок
Топ 500,die,Rose,Rosen,роза
Топ 500,die,Katze,Katzen,кошка
Топ 500,die,Kuh,Kühe,корова
Топ 500,die,Milch,,молоко
Топ 500,die,Butter,,масло сливочное
Топ 500,die,Tomate,Tomaten,помидор
Топ 500,die,Kartoffel,Kartoffeln,картофель
Топ 500,die,Karotte,Karotten,морковь
Топ 500,die,Suppe,Suppen,суп
Топ 500,die,Pizza,Pizzen,пицца
Топ 500,die,Schokolade,,шоколад
Топ 500,die,Tasche,Taschen,сумка; карман
Топ 500,die,Brille,Brillen,очки
Топ 500,die,Jacke,Jacken,куртка
Топ 500,die,Hose,Hosen,брюки
Топ 500,die,Mütze,Mützen,шапка
Топ 500,die,Hand,Hände,рука (кисть)
Топ 500,die,Nase,Nasen,нос
Топ 500,die,Zahl,Zahlen,число; цифра
Топ 500,die,Seite,Seiten,сторона; страница
Топ 500,die,Form,Formen,форма
Топ 500,die,Art,Arten,вид; тип; способ
Топ 500,die,Möglichkeit,Möglichkeiten,возможность
Топ 500,die,Wahrheit,,правда; истина
Топ 500,die,Lüge,Lügen,ложь
Топ 500,die,Hoffnung,Hoffnungen,надежда
Топ 500,die,Angst,Ängste,страх
Топ 500,die,Liebe,,любовь
Топ 500,die,Freude,,радость
Топ 500,die,Trauer,,грусть; печаль
Топ 500,die,Wahl,Wahlen,выбор; выборы
Топ 500,die,Lösung,Lösungen,решение
Топ 500,die,Aufgabe,Aufgaben,задание; задача
Топ 500,die,Erfahrung,Erfahrungen,опыт
Топ 500,die,Meinung,Meinungen,мнение
Топ 500,die,Bedeutung,Bedeutungen,значение; смысл
Топ 500,die,Richtung,Richtungen,направление
Топ 500,die,Verbindung,Verbindungen,связь; соединение
Топ 500,die,Beziehung,Beziehungen,отношение; связь
Топ 500,die,Gesellschaft,Gesellschaften,общество
Топ 500,die,Wirtschaft,,экономика; хозяйство
Топ 500,die,Politik,,политика
Топ 500,die,Regierung,Regierungen,правительство
Топ 500,die,Grenze,Grenzen,граница
Топ 500,die,Hauptstadt,Hauptstädte,столица
Топ 500,die,Stimme,Stimmen,голос
Топ 500,die,Farbe,Farben,цвет; краска
Топ 500,die,Leistung,Leistungen,достижение; производительность
Топ 500,die,Bedingung,Bedingungen,условие
Топ 500,die,Wohnung,Wohnungen,квартира
Топ 500,die,Kirche,Kirchen,церковь
Топ 500,die,Brücke,Brücken,мост
Топ 500,die,Tür,Türen,дверь
Топ 500,die,Wand,Wände,стена
Топ 500,die,Decke,Decken,потолок; одеяло
Топ 500,die,Treppe,Treppen,лестница
Топ 500,die,Linie,Linien,линия
Топ 500,die,Fläche,Flächen,площадь; поверхность
Топ 500,das,Kind,Kinder,ребёнок
Топ 500,das,Baby,Babys,младенец
Топ 500,das,Mädchen,Mädchen,девочка; девушка
Топ 500,das,Buch,Bücher,книга
Топ 500,das,Heft,Hefte,тетрадь
Топ 500,das,Haus,Häuser,дом
Топ 500,das,Zimmer,Zimmer,комната
Топ 500,das,Bett,Betten,кровать
Топ 500,das,Fenster,Fenster,окно
Топ 500,das,Auto,Autos,автомобиль
Топ 500,das,Fahrrad,Fahrräder,велосипед
Топ 500,das,Flugzeug,Flugzeuge,самолёт
Топ 500,das,Schiff,Schiffe,корабль
Топ 500,das,Wasser,,вода
Топ 500,das,Brot,Brote,хлеб
Топ 500,das,Fleisch,,мясо
Топ 500,das,Ei,Eier,яйцо
Топ 500,das,Gemüse,,овощи
Топ 500,das,Obst,,фрукты
Топ 500,das,Geld,,деньги
Топ 500,das,Handy,Handys,мобильный телефон
Топ 500,das,Telefon,Telefone,телефон
Топ 500,das,Internet,,интернет
Топ 500,das,Wort,Wörter,слово
Топ 500,das,Land,Länder,страна; земля
Топ 500,das,Dorf,Dörfer,деревня; село
Топ 500,das,Meer,Meere,море
Топ 500,das,Feld,Felder,поле
Топ 500,das,Tier,Tiere,животное
Топ 500,das,Pferd,Pferde,лошадь
Топ 500,das,Schwein,Schweine,свинья
Топ 500,das,Huhn,Hühner,курица
Топ 500,das,Jahr,Jahre,год
Топ 500,das,Wetter,,погода
Топ 500,das,Feuer,Feuer,огонь
Топ 500,das,Licht,Lichter,свет; лампа
Топ 500,das,Öl,Öle,масло (растительное); нефть
Топ 500,das,Glas,Gläser,стакан; стекло
Топ 500,das,Messer,Messer,нож
Топ 500,das,Bild,Bilder,картина; изображение
Топ 500,das,Foto,Fotos,фотография
Топ 500,das,Konzert,Konzerte,концерт
Топ 500,das,Theater,Theater,театр
Топ 500,das,Museum,Museen,музей
Топ 500,das,Krankenhaus,Krankenhäuser,больница
Топ 500,das,Büro,Büros,офис
Топ 500,das,Hotel,Hotels,гостиница
Топ 500,das,Restaurant,Restaurants,ресторан
Топ 500,das,Café,Cafés,кафе
Топ 500,das,Geschäft,Geschäfte,магазин; дело
Топ 500,das,Ergebnis,Ergebnisse,результат
Топ 500,das,Ziel,Ziele,цель
Топ 500,das,Thema,Themen,тема
Топ 500,das,Problem,Probleme,проблема
Топ 500,das,Beispiel,Beispiele,пример
Топ 500,das,Recht,Rechte,право
Топ 500,das,Gesetz,Gesetze,закон
Топ 500,das,System,Systeme,система
Топ 500,das,Projekt,Projekte,проект
Топ 500,das,Programm,Programme,программа
Топ 500,das,Modell,Modelle,модель
Топ 500,das,Risiko,Risiken,риск
Топ 500,das,Material,Materialien,материал
Топ 500,das,Produkt,Produkte,продукт
Топ 500,das,Gerät,Geräte,устройство; прибор
Топ 500,das,Gebäude,Gebäude,здание
Топ 500,das,Dach,Dächer,крыша
Топ 500,das,Badezimmer,Badezimmer,ванная комната
Топ 500,das,Schlafzimmer,Schlafzimmer,спальня
Топ 500,das,Wohnzimmer,Wohnzimmer,гостиная
Топ 500,das,Hemd,Hemden,рубашка
Топ 500,das,Kleid,Kleider,платье
Топ 500,das,Papier,Papiere,бумага; документ
Топ 500,das,Stück,Stücke,кусок; штука
Топ 500,das,Lied,Lieder,песня
Топ 500,das,Spiel,Spiele,игра
Топ 500,das,Haar,Haare,волос; волосы
Топ 500,das,Auge,Augen,глаз
Топ 500,das,Ohr,Ohren,ухо
Топ 500,das,Knie,Knie,колено
Топ 500,das,Bein,Beine,нога (целиком)
Топ 500,das,Herz,Herzen,сердце
Топ 500,das,Gehirn,Gehirne,мозг
Топ 500,das,Leben,Leben,жизнь
Топ 500,das,Gefühl,Gefühle,чувство; ощущение
Топ 500,das,Ende,Enden,конец; окончание
Топ 500,das,Alter,,возраст; старость
Топ 500,das,Blut,,кровь
Топ 500,das,Konzept,Konzepte,концепция
Топ 500,das,Prinzip,Prinzipien,принцип
Топ 500,das,Element,Elemente,элемент
Топ 500,das,Werkzeug,Werkzeuge,инструмент
Топ 500,das,Stockwerk,Stockwerke,этаж
Топ 500,das,Datum,Daten,дата
Топ 500,-,sein,,быть
Топ 500,-,haben,,иметь
Топ 500,-,werden,,становиться; будет (буд. вр.)
Топ 500,-,können,,мочь (умение)
Топ 500,-,müssen,,должен (необходимость)
Топ 500,-,wollen,,хотеть
Топ 500,-,sollen,,должен (по поручению)
Топ 500,-,dürfen,,иметь право (разрешение)
Топ 500,-,mögen,,нравиться; любить
Топ 500,-,machen,,делать
Топ 500,-,gehen,,идти; ехать
Топ 500,-,kommen,,приходить; приезжать
Топ 500,-,sehen,,видеть
Топ 500,-,geben,,давать
Топ 500,-,nehmen,,брать
Топ 500,-,sagen,,говорить; сказать
Топ 500,-,sprechen,,разговаривать
Топ 500,-,hören,,слышать; слушать
Топ 500,-,lesen,,читать
Топ 500,-,schreiben,,писать
Топ 500,-,arbeiten,,работать
Топ 500,-,lernen,,учиться; учить
Топ 500,-,spielen,,играть
Топ 500,-,essen,,есть (кушать)
Топ 500,-,trinken,,пить
Топ 500,-,schlafen,,спать
Топ 500,-,wohnen,,жить; проживать
Топ 500,-,kaufen,,покупать
Топ 500,-,verkaufen,,продавать
Топ 500,-,fahren,,ехать (на транспорте)
Топ 500,-,fliegen,,летать
Топ 500,-,laufen,,бежать; ходить
Топ 500,-,stehen,,стоять
Топ 500,-,sitzen,,сидеть
Топ 500,-,liegen,,лежать
Топ 500,-,öffnen,,открывать
Топ 500,-,schließen,,закрывать
Топ 500,-,beginnen,,начинать
Топ 500,-,enden,,заканчивать
Топ 500,-,helfen,,помогать
Топ 500,-,finden,,находить
Топ 500,-,suchen,,искать
Топ 500,-,wissen,,знать (факт)
Топ 500,-,kennen,,знать (человека/место)
Топ 500,-,verstehen,,понимать
Топ 500,-,erklären,,объяснять
Топ 500,-,fragen,,спрашивать
Топ 500,-,antworten,,отвечать
Топ 500,-,warten,,ждать
Топ 500,-,denken,,думать
Топ 500,-,glauben,,верить; думать
Топ 500,-,fühlen,,чувствовать
Топ 500,-,lieben,,любить
Топ 500,-,brauchen,,нуждаться; нужен
Топ 500,-,zahlen,,платить
Топ 500,-,kosten,,стоить
Топ 500,-,zeigen,,показывать
Топ 500,-,bringen,,приносить
Топ 500,-,legen,,класть
Топ 500,-,stellen,,ставить
Топ 500,-,waschen,,мыть; стирать
Топ 500,-,kochen,,готовить; варить
Топ 500,-,backen,,печь
Топ 500,-,tanzen,,танцевать
Топ 500,-,singen,,петь
Топ 500,-,lachen,,смеяться
Топ 500,-,weinen,,плакать
Топ 500,-,telefonieren,,звонить по телефону
Топ 500,-,reisen,,путешествовать
Топ 500,-,besuchen,,посещать
Топ 500,-,einladen,,приглашать
Топ 500,-,vergessen,,забывать
Топ 500,-,erinnern,,напоминать; помнить
Топ 500,-,verlieren,,терять
Топ 500,-,gewinnen,,выигрывать; получать
Топ 500,-,ändern,,менять; изменять
Топ 500,-,wählen,,выбирать
Топ 500,-,entscheiden,,решать
Топ 500,-,empfehlen,,рекомендовать
Топ 500,-,versuchen,,пробовать; пытаться
Топ 500,-,passieren,,случаться; происходить
Топ 500,-,dauern,,длиться
Топ 500,-,bedeuten,,означать
Топ 500,-,treffen,,встречать; встречаться
Топ 500,-,fallen,,падать
Топ 500,-,führen,,вести; руководить
Топ 500,-,folgen,,следовать
Топ 500,-,ziehen,,тянуть; переезжать
Топ 500,-,halten,,держать; останавливать
Топ 500,-,rufen,,звать; кричать
Топ 500,-,lassen,,позволять; оставлять
Топ 500,-,werfen,,бросать
Топ 500,-,fangen,,ловить
Топ 500,-,schlagen,,бить; ударять
Топ 500,-,drücken,,давить; нажимать
Топ 500,-,starten,,стартовать; запускать
Топ 500,-,stoppen,,останавливать
Топ 500,-,putzen,,чистить; убирать
Топ 500,-,aufräumen,,убирать (наводить порядок)
Топ 500,-,bezahlen,,оплачивать
Топ 500,-,bestellen,,заказывать
Топ 500,-,abholen,,забирать; встречать
Топ 500,-,steigen,,подниматься; садиться (в транспорт)
Топ 500,-,gut,,хороший
Топ 500,-,schlecht,,плохой
Топ 500,-,groß,,большой
Топ 500,-,klein,,маленький
Топ 500,-,neu,,новый
Топ 500,-,alt,,старый
Топ 500,-,jung,,молодой
Топ 500,-,schön,,красивый
Топ 500,-,hässlich,,некрасивый; уродливый
Топ 500,-,schnell,,быстрый
Топ 500,-,langsam,,медленный
Топ 500,-,stark,,сильный
Топ 500,-,schwach,,слабый
Топ 500,-,leicht,,лёгкий
Топ 500,-,schwer,,тяжёлый; трудный
Топ 500,-,einfach,,простой; лёгкий
Топ 500,-,schwierig,,сложный; трудный
Топ 500,-,wichtig,,важный
Топ 500,-,interessant,,интересный
Топ 500,-,langweilig,,скучный
Топ 500,-,lustig,,смешной; весёлый
Топ 500,-,traurig,,грустный
Топ 500,-,krank,,больной
Топ 500,-,gesund,,здоровый
Топ 500,-,warm,,тёплый
Топ 500,-,kalt,,холодный
Топ 500,-,heiß,,горячий
Топ 500,-,laut,,громкий
Топ 500,-,leise,,тихий
Топ 500,-,billig,,дешёвый
Топ 500,-,teuer,,дорогой
Топ 500,-,reich,,богатый
Топ 500,-,arm,,бедный
Топ 500,-,klug,,умный
Топ 500,-,dumm,,глупый
Топ 500,-,richtig,,правильный
Топ 500,-,falsch,,неправильный; ложный
Топ 500,-,müde,,усталый
Топ 500,-,hungrig,,голодный
Топ 500,-,satt,,сытый
Топ 500,-,zufrieden,,довольный
Топ 500,-,offen,,открытый
Топ 500,-,geschlossen,,закрытый
Топ 500,-,frei,,свободный
Топ 500,-,beschäftigt,,занятый
Топ 500,-,voll,,полный
Топ 500,-,leer,,пустой
Топ 500,-,sauber,,чистый
Топ 500,-,schmutzig,,грязный
Топ 500,-,nass,,мокрый
Топ 500,-,trocken,,сухой
Топ 500,-,hell,,светлый; яркий
Топ 500,-,dunkel,,тёмный
Топ 500,-,ruhig,,спокойный
Топ 500,-,weit,,далёкий; широкий
Топ 500,-,nah,,близкий
Топ 500,-,früh,,ранний; рано
Топ 500,-,spät,,поздний; поздно
Топ 500,-,hoch,,высокий
Топ 500,-,tief,,глубокий; низкий
Топ 500,-,breit,,широкий
Топ 500,-,eng,,узкий; тесный
Топ 500,-,kurz,,короткий
Топ 500,-,lang,,длинный; долгий
Топ 500,-,dick,,толстый
Топ 500,-,dünn,,тонкий; худой
Топ 500,-,hart,,твёрдый; жёсткий
Топ 500,-,weich,,мягкий
Топ 500,-,süß,,сладкий; милый
Топ 500,-,sauer,,кислый; злой
Топ 500,-,bitter,,горький
Топ 500,-,salzig,,солёный
Топ 500,-,scharf,,острый; пряный
Топ 500,-,glücklich,,счастливый
Топ 500,-,gefährlich,,опасный
Топ 500,-,sicher,,безопасный; уверенный
Топ 500,-,pünktlich,,пунктуальный; вовремя
Топ 500,-,freundlich,,дружелюбный; вежливый
Топ 500,-,höflich,,вежливый
Топ 500,-,ehrlich,,честный
Топ 500,-,lecker,,вкусный
Топ 500,-,fertig,,готовый; законченный
Топ 500,-,möglich,,возможный
Топ 500,-,unmöglich,,невозможный
Топ 500,-,nötig,,необходимый
Топ 500,-,berühmt,,знаменитый
Топ 500,-,allein,,один; одинокий
Топ 500,-,gemeinsam,,совместный; вместе
Топ 500,-,ganz,,весь; целый; совсем
Топ 500,-,genug,,достаточно
